command,command_key,base_command,category,description,examples,source_line,source_page,canonical_source,source_files,status,duplicate_type,duplicate_of,quality_flags,confidence
dnf history undo,dnf history undo,dnf,RHCSA Exam Tasks,Cofa transakcję,dnf history undo 5,18466,386,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,canonical+command_index+candidate_internal,dnf history undo,,high
dnf history undo,dnf history undo,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf history undo 5,18471,386,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf history undo,weak_description,high
dnf history undo 5 # cofnij transakcję,dnf history undo 5 # cofnij transakcję,dnf,RHCSA Exam Tasks,12.2 DNF/YUM (RHEL/Fedora),dnf history undo 5 # cofnij transakcję,18476,386,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,dnf history undo 5 # cofnij transakcję,,high
dnf info,dnf info,dnf,RHCSA Exam Tasks,Informacje o pakiecie 386,dnf info httpd,18481,386,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,dnf info,,high
dnf info package,dnf info package,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf info package,18491,387,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf info package,weak_description,high
dnf info package # informacje,dnf info package # informacje,dnf,RHCSA Exam Tasks,12.2 DNF/YUM (RHEL/Fedora),dnf info package # informacje,18496,387,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,dnf info package # informacje,,high
dnf info pkg,dnf info pkg,dnf,RHCSA Exam Tasks,details. SAFE,dnf info pkg,18501,387,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,dnf info pkg,,high
dnf install,dnf install,dnf,RHCSA Exam Tasks,Instaluje pakiet,dnf install httpd,18506,387,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,dnf install,,high
dnf install -y,dnf install -y,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf install -y,18511,387,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf install -y,weak_description,high
dnf install kernel,dnf install kernel,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf install kernel,18516,387,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf install kernel,weak_description,high
dnf install package,dnf install package,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf install package,18521,387,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf install package,weak_description,high
dnf install package # instaluj,dnf install package # instaluj,dnf,RHCSA Exam Tasks,12.2 DNF/YUM (RHEL/Fedora) 387,dnf install package # instaluj,18526,387,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,dnf install package # instaluj,,high
dnf install pkg,dnf install pkg,dnf,RHCSA Exam Tasks,install. CAUTION,dnf install pkg,18536,388,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,dnf install pkg,,high
dnf makecache,dnf makecache,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf makecache,18541,388,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf makecache,weak_description,high
dnf module,dnf module,dnf,RHCSA Exam Tasks,Moduły aplikacji (RHEL 8+),dnf module,18546,388,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,dnf module,,high
dnf provides,dnf provides,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf provides,18551,388,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf provides,weak_description,high
dnf provides /path/file,dnf provides /path/file,dnf,RHCSA Exam Tasks,owning package. SAFE,dnf provides /path/file,18556,388,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,dnf provides /path/file,,high
dnf provides /path/to/file # który pakiet zawiera plik,dnf provides /path/to/file # który pakiet zawiera plik,dnf,RHCSA Exam Tasks,12.2 DNF/YUM (RHEL/Fedora),dnf provides /path/to/file # który pakiet zawiera plik,18561,388,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,dnf provides /path/to/file # który pakiet zawiera plik,,high
dnf reinstall,dnf reinstall,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf reinstall,18566,388,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf reinstall,weak_description,high
dnf repoinfo repo-id,dnf repoinfo repo-id,dnf,RHCSA Exam Tasks,Wyodrbnij zawarto pakietu RPM 388,dnf repoinfo repo-id,18571,388,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf repoinfo repo-id,,high
dnf repolist,dnf repolist,dnf,RHCSA Exam Tasks,Lista repozytoriów,dnf repolist all | dnf repolist,18581,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf repolist,,high
dnf repolist all,dnf repolist all,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf repolist all,18587,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf repolist all,weak_description,high
dnf repoquery -l pkg,dnf repoquery -l pkg,dnf,RHCSA Exam Tasks,files in package. SAFE,dnf repoquery -l pkg,18592,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,dnf repoquery -l pkg,,high
dnf search,dnf search,dnf,RHCSA Exam Tasks,Wyszukuje pakiet,dnf search web server,18597,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,dnf search,,high
dnf search keyword,dnf search keyword,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf search keyword,18602,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf search keyword,weak_description,high
dnf search keyword # szukaj,dnf search keyword # szukaj,dnf,RHCSA Exam Tasks,12.2 DNF/YUM (RHEL/Fedora),dnf search keyword # szukaj,18607,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,dnf search keyword # szukaj,,high
dnf search term,dnf search term,dnf,RHCSA Exam Tasks,search. SAFE,dnf search term,18612,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,dnf search term,,high
dnf update,dnf update,dnf,RHCSA Exam Tasks,refresh and upgrade. CAUTION 389,dnf update,18617,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy,duplicate_existing,canonical+command_index+candidate_internal,dnf update,,high
dnf update package,dnf update package,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf update package,18627,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf update package,weak_description,high
dnf upgrade,dnf upgrade,dnf,RHCSA Exam Tasks,Ulepsza system,dnf upgrade,18632,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf upgrade,,high
dnf upgrade # aktualizuj,dnf upgrade # aktualizuj,dnf,RHCSA Exam Tasks,12.2 DNF/YUM (RHEL/Fedora),dnf upgrade # aktualizuj,18637,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,dnf upgrade # aktualizuj,,high
dnf upgrade-minimal,dnf upgrade-minimal,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf upgrade-minimal,18642,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf upgrade-minimal,weak_description,high
dnf whatprovides,dnf whatprovides,dnf,RHCSA Exam Tasks,Sekcja Komend,dnf whatprovides,18647,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,dnf whatprovides,weak_description,high
yum,yum,yum,RHCSA Exam Tasks,Legacy wrapper (alias dnf),yum install httpd,18652,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,yum,,high
fdisk,fdisk,fdisk,RHCSA Exam Tasks,Partycjonowanie MBR/GPT,fdisk /dev/sda,18657,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,fdisk,,high
fdisk -l,fdisk -l,fdisk,RHCSA Exam Tasks,Lista partycji 390,fdisk -l,18662,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,candidate_internal,fdisk -l,,high
fdisk -l /dev/sda,fdisk -l /dev/sda,fdisk,RHCSA Exam Tasks,list partitions. SAFE,fdisk -l /dev/sda,18672,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf | komendy,duplicate_existing,candidate_internal,fdisk -l /dev/sda,,high
fdisk -u /dev/sda fdisk z jednostkami sektorów hdparm -I /dev/sda,fdisk -u /dev/sda fdisk z jednostkami sektorów hdparm -I /dev/sda,fdisk,RHCSA Exam Tasks,Sekcja Komend,fdisk -u /dev/sda fdisk z jednostkami sektorów hdparm -I /dev/sda,18677,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,candidate_internal,fdisk -u /dev/sda fdisk z jednostkami sektorów hdparm -I /dev/sda,weak_description,high
fdisk /dev/sda,fdisk /dev/sda,fdisk,RHCSA Exam Tasks,interactive MBR/GPT. DANGEROUS,fdisk /dev/sda,18682,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf | komendy,duplicate_existing,candidate_internal,fdisk /dev/sda,,high
fdisk /dev/sdb #,fdisk /dev/sdb #,fdisk,RHCSA Exam Tasks,11.4 Zarządzanie Dyskami,fdisk /dev/sdb #,18687,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,fdisk /dev/sdb #,,high
findmnt,findmnt,findmnt,RHCSA Exam Tasks,mounted filesystems as tree. SAFE,findmnt,18692,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy,duplicate_existing,canonical+command_index+candidate_internal,findmnt,,high
findmnt --fstab,findmnt --fstab,findmnt,RHCSA Exam Tasks,Sekcja Komend,findmnt --fstab,18697,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,candidate_internal,findmnt --fstab,weak_description,high
findmnt --kernel,findmnt --kernel,findmnt,RHCSA Exam Tasks,Kernel mountinfo,findmnt --kernel,18702,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,findmnt --kernel,,high
findmnt --poll,findmnt --poll,findmnt,RHCSA Exam Tasks,Monitor mounts 391,findmnt --poll,18707,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,findmnt --poll,,high
findmnt --target,findmnt --target,findmnt,RHCSA Exam Tasks,Find mount for path,findmnt --target /var,18717,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,findmnt --target,,high
findmnt -t xfs,findmnt -t xfs,findmnt,RHCSA Exam Tasks,Sekcja Komend,findmnt -t xfs,18722,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,candidate_internal,findmnt -t xfs,weak_description,high
findmnt /mnt,findmnt /mnt,findmnt,RHCSA Exam Tasks,verify mount options. SAFE,findmnt /mnt,18727,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf | komendy,duplicate_existing,candidate_internal,findmnt /mnt,,high
firewall-cmd,firewall-cmd,firewall-cmd,RHCSA Exam Tasks,Komentarz Komentarz w skrypcie function myfunc() { Definicja funkcji,firewall-cmd --state | firewall-cmd,18732,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,firewall-cmd,,high
firewall-cmd --add-interface,firewall-cmd --add-interface,firewall-cmd,RHCSA Exam Tasks,Dodaje interfejs do strefy,firewall-cmd --add-interface=eth1 --zone=internal,18738,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --add-interface,,high
firewall-cmd --add-p,firewall-cmd --add-p,firewall-cmd,RHCSA Exam Tasks,Sekcja Komend,firewall-cmd --add-p,18743,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,firewall-cmd --add-p,weak_description,high
firewall-cmd --add-port,firewall-cmd --add-port,firewall-cmd,RHCSA Exam Tasks,Dodaje port,firewall-cmd --add-port=8080/tcp,18748,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --add-port,,high
firewall-cmd --add-service,firewall-cmd --add-service,firewall-cmd,RHCSA Exam Tasks,Dodaje usługę (runtime) 392,firewall-cmd --add-service=http | firewall-cmd --add-service=https,18753,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --add-service,,high
firewall-cmd --add-service=ssh,firewall-cmd --add-service=ssh,firewall-cmd,RHCSA Exam Tasks,temporary add. CAUTION,firewall-cmd --add-service=ssh,18764,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,firewall-cmd --add-service=ssh,,high
firewall-cmd --add-service=ssh --permanent,firewall-cmd --add-service=ssh --permanent,firewall-cmd,RHCSA Exam Tasks,permanent add. CAUTION,firewall-cmd --add-service=ssh --permanent,18769,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,firewall-cmd --add-service=ssh --permanent,,high
firewall-cmd --add-source,firewall-cmd --add-source,firewall-cmd,RHCSA Exam Tasks,Dodaje źródło do strefy,firewall-cmd --add-source=192.168.1.0/24 --zone=trusted,18774,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --add-source,,high
firewall-cmd --change-interface,firewall-cmd --change-interface,firewall-cmd,RHCSA Exam Tasks,Zmienia strefę interfejsu,firewall-cmd --change-interface=eth1 --zone=dmz,18779,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --change-interface,,high
firewall-cmd --get-active-zones,firewall-cmd --get-active-zones,firewall-cmd,RHCSA Exam Tasks,firewalld (RHEL/Fedora),firewall-cmd --get-active-zones,18784,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,firewall-cmd --get-active-zones,,high
firewall-cmd --get-default-zone,firewall-cmd --get-default-zone,firewall-cmd,RHCSA Exam Tasks,default zone. SAFE,firewall-cmd --get-default-zone,18789,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | komendy,duplicate_existing,candidate_internal,firewall-cmd --get-default-zone,,high
firewall-cmd --get-services,firewall-cmd --get-services,firewall-cmd,RHCSA Exam Tasks,Lista znanych usług,firewall-cmd --get-services,18794,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --get-services,,high
firewall-cmd --get-zones,firewall-cmd --get-zones,firewall-cmd,RHCSA Exam Tasks,Dostępne strefy 393,firewall-cmd --get-zones,18799,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --get-zones,,high
firewall-cmd --list-all,firewall-cmd --list-all,firewall-cmd,RHCSA Exam Tasks,active zone rules. SAFE,firewall-cmd --list-all,18809,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | komendy | linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,firewall-cmd --list-all,,high
firewall-cmd --list-services,firewall-cmd --list-services,firewall-cmd,RHCSA Exam Tasks,Lista aktywnych usług,firewall-cmd --list-services,18814,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --list-services,,high
firewall-cmd --panic-off,firewall-cmd --panic-off,firewall-cmd,RHCSA Exam Tasks,Wyłącza panic,firewall-cmd --panic-off,18819,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --panic-off,,high
firewall-cmd --panic-on,firewall-cmd --panic-on,firewall-cmd,RHCSA Exam Tasks,Panic mode (blokuje wszystko),firewall-cmd --panic-on,18824,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --panic-on,,high
firewall-cmd --permanent,firewall-cmd --permanent,firewall-cmd,RHCSA Exam Tasks,Zmiana trwała,firewall-cmd --add-service=http --permanent,18829,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --permanent,,high
firewall-cmd --query-panic,firewall-cmd --query-panic,firewall-cmd,RHCSA Exam Tasks,Stan panic,firewall-cmd --query-panic,18834,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --query-panic,,high
firewall-cmd --query-service,firewall-cmd --query-service,firewall-cmd,RHCSA Exam Tasks,Sprawdza usługę,firewall-cmd --query-service=ssh,18839,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --query-service,,high
firewall-cmd --reload,firewall-cmd --reload,firewall-cmd,RHCSA Exam Tasks,reload. CAUTION 394,firewall-cmd --reload,18844,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | komendy | linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,firewall-cmd --reload,,high
firewall-cmd --reload losing temporary rescue rules.',firewall-cmd --reload losing temporary rescue rules.',firewall-cmd,RHCSA Exam Tasks,Dangerous Mistakes,firewall-cmd --reload` losing temporary rescue rules.,18854,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,firewall-cmd --reload losing temporary rescue rules.',weak_description,high
firewall-cmd --remov,firewall-cmd --remov,firewall-cmd,RHCSA Exam Tasks,Sekcja Komend,firewall-cmd --remov,18859,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,firewall-cmd --remov,weak_description,high
firewall-cmd --remove-service,firewall-cmd --remove-service,firewall-cmd,RHCSA Exam Tasks,Usuwa usługę,firewall-cmd --remove-service=http,18864,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --remove-service,,high
firewall-cmd --remove-source,firewall-cmd --remove-source,firewall-cmd,RHCSA Exam Tasks,Usuwa źródło,firewall-cmd --remove-source=192.168.1.0/24,18869,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --remove-source,,high
firewall-cmd --runtime-to-permanent,firewall-cmd --runtime-to-permanent,firewall-cmd,RHCSA Exam Tasks,Zapisuje runtime na stałe,firewall-cmd --runtime-to-permanent,18874,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,unresolved,candidate_internal,firewall-cmd --runtime-to-permanent,likely_contamination_or_comment,low
firewall-cmd --set-d,firewall-cmd --set-d,firewall-cmd,RHCSA Exam Tasks,Sekcja Komend,firewall-cmd --set-d,18879,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,firewall-cmd --set-d,weak_description,high
firewall-cmd --set-default-zone,firewall-cmd --set-default-zone,firewall-cmd,RHCSA Exam Tasks,Ustawia domyślną,firewall-cmd --set-default-zone=drop,18884,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --set-default-zone,,high
firewall-cmd --state,firewall-cmd --state,firewall-cmd,RHCSA Exam Tasks,firewalld (RHEL/Fedora) 395,firewall-cmd --state,18889,,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf | linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,canonical+command_index+candidate_internal,firewall-cmd --state,,high
firewall-cmd --zone=public,firewall-cmd --zone=public,firewall-cmd,RHCSA Exam Tasks,Wybór strefy,firewall-cmd --zone=public --list-all,18899,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,firewall-cmd --zone=public,,high
firewall-cmd --zone=public --add-port=8080/tcp --permanent,firewall-cmd --zone=public --add-port=8080/tcp --permanent,firewall-cmd,RHCSA Exam Tasks,firewalld (RHEL/Fedora),firewall-cmd --zone=public --add-port=8080/tcp --permanent,18904,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,firewall-cmd --zone=public --add-port=8080/tcp --permanent,,high
firewall-cmd --zone=public --add-service=http --permanent,firewall-cmd --zone=public --add-service=http --permanent,firewall-cmd,RHCSA Exam Tasks,firewalld (RHEL/Fedora),firewall-cmd --zone=public --add-service=http --permanent,18909,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,firewall-cmd --zone=public --add-service=http --permanent,,high
getfacl,getfacl,getfacl,RHCSA Exam Tasks,Wyświetla ACL,getfacl file.txt,18914,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,candidate_internal,getfacl,,high
getfacl file,getfacl file,getfacl,RHCSA Exam Tasks,display ACL. SAFE,getfacl file,18919,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,getfacl file,,high
getfacl file # pokaż,getfacl file # pokaż,getfacl,RHCSA Exam Tasks,ACL (Access Control Lists),getfacl file # pokaż,18924,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,getfacl file # pokaż,,high
journalctl,journalctl,journalctl,RHCSA Exam Tasks,all logs since boot. SAFE,journalctl -xe | journalctl,18929,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy,duplicate_existing,canonical+command_index+candidate_internal,journalctl,,high
journalctl --disk-usage,journalctl --disk-usage,journalctl,RHCSA Exam Tasks,journal size. SAFE 396,journalctl --disk-usage,18935,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,journalctl --disk-usage,,high
journalctl --disk-usage # zużycie dysku,journalctl --disk-usage # zużycie dysku,journalctl,RHCSA Exam Tasks,Journald (logi),journalctl --disk-usage # zużycie dysku,18945,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,journalctl --disk-usage # zużycie dysku,,high
journalctl --list-boots,journalctl --list-boots,journalctl,RHCSA Exam Tasks,available boots. SAFE,journalctl --list-boots,18950,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,journalctl --list-boots,,high
journalctl --since,journalctl --since,journalctl,RHCSA Exam Tasks,Od konkretnego czasu,"journalctl --since ""1 hour ago"" | journalctl --since",18955,,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index+candidate_internal,journalctl --since,,high
"journalctl --since ""1 hour ago""","journalctl --since ""1 hour ago""",journalctl,RHCSA Exam Tasks,time window. SAFE,"journalctl --since ""1 hour ago""",18961,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,"journalctl --since ""1 hour ago""",,high
"journalctl --since ""1 hour ago"" # od godziny","journalctl --since ""1 hour ago"" # od godziny",journalctl,RHCSA Exam Tasks,Journald (logi),"journalctl --since ""1 hour ago"" # od godziny",18966,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,"journalctl --since ""1 hour ago"" # od godziny",,high
"journalctl --since today --until ""2 hours ago""","journalctl --since today --until ""2 hours ago""",journalctl,RHCSA Exam Tasks,range. SAFE,"journalctl --since today --until ""2 hours ago""",18971,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,"journalctl --since today --until ""2 hours ago""",,high
journalctl --vacuum-size=100M,journalctl --vacuum-size=100M,journalctl,RHCSA Exam Tasks,Dodatek B: Komendy Ratunkowe,journalctl --vacuum-size=100M,18976,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,journalctl --vacuum-size=100M,,high
journalctl --vacuum-size=1G,journalctl --vacuum-size=1G,journalctl,RHCSA Exam Tasks,limit size. CAUTION 397,journalctl --vacuum-size=1G,18981,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,journalctl --vacuum-size=1G,,high
journalctl --vacuum-size=500M # ogranicz rozmiar,journalctl --vacuum-size=500M # ogranicz rozmiar,journalctl,RHCSA Exam Tasks,Journald (logi),journalctl --vacuum-size=500M # ogranicz rozmiar,18991,,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,duplicate_existing,candidate_internal,journalctl --vacuum-size=500M # ogranicz rozmiar,,high
journalctl --vacuum-time=1s,journalctl --vacuum-time=1s,journalctl,RHCSA Exam Tasks,deleting all logs.,journalctl --vacuum-time=1s,18996,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,journalctl --vacuum-time=1s,,high
journalctl --vacuum-time=1s deleting all logs.',journalctl --vacuum-time=1s deleting all logs.',journalctl,RHCSA Exam Tasks,Dangerous Mistakes,journalctl --vacuum-time=1s` deleting all logs.,19001,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,journalctl --vacuum-time=1s deleting all logs.',weak_description,high
journalctl --vacuum-time=30d,journalctl --vacuum-time=30d,journalctl,RHCSA Exam Tasks,retain 30 days. CAUTION,journalctl --vacuum-time=30d,19006,,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,duplicate_existing,candidate_internal,journalctl --vacuum-time=30d,,high
