path,file_type,size_bytes,tracked_by_git,classification_label,authority_role,contamination_risk,duplicate_authority_risk,generated_runtime,external_model_output,rhcsa_or_linux_knowledge,recommended_action,notes
runtime/knowledge/__init__.py,.py,69,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/bash/README.md,.md,646,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/bash/skrypty-bash-podstawy.md,.md,8809,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/bash/wyszukiwanie-i-filtrowanie-tekstu.md,.md,10709,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/bash/zaawansowane-narzdzia-tekstowe.md,.md,4675,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/bash/zmienne-rodowiskowe-i-powoka.md,.md,12829,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/candidates/candidate_command_index.json,.json,2037636,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/candidates/candidate_commands.csv,.csv,750184,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/candidates/rejected_candidates.json,.json,212393,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/candidates/review_queue.json,.json,3696084,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/candidates/reviewed_promotions.json,.json,2410944,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/canonical/rhcsa_commands.json,.json,220301,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/command_graph.json,.json,2027,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/context/context_pack.json,.json,692,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/examples/ls-command.json,.json,525,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/examples/rm-recursive-force.json,.json,632,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/examples/systemctl-status.json,.json,670,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/extracted/linux_master_library_v1.md,.md,797025,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/extracted/linux_master_library_v1.txt,.txt,797025,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/filesystem/README.md,.md,835,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/filesystem/archiwizacja-i-kompresja.md,.md,8646,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/filesystem/edytor-vim.md,.md,17661,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/filesystem/nawigacja-po-systemie-plikow.md,.md,9395,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/filesystem/operacje-na-plikach-i-katalogach.md,.md,10273,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/filesystem/przegldanie-zawartoci-plikow.md,.md,2285,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/filesystem/wyszukiwanie-plikow.md,.md,16184,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/index/command_index.json,.json,130492,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/index/command_index_template.csv,.csv,92,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/injection/injected_context.json,.json,202,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/lvm/README.md,.md,317,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/lvm/lvm-logical-volume-manager.md,.md,5854,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/manifests/library_manifest.yaml,.yaml,995,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/networking/README.md,.md,705,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/networking/nfs-i-autofs.md,.md,5447,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/networking/samba-i-nfs-klient.md,.md,2878,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/networking/sie-konfiguracja-i-diagnostyka.md,.md,14374,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/networking/ssh-i-dostp-zdalny.md,.md,13850,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/networking/zapora-ogniowa-firewalld.md,.md,9674,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/parsed/rhcsa_sections.json,.json,48865,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/permissions/README.md,.md,360,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/permissions/uprawnienia-i-wasno-plikow.md,.md,11889,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/podman/README.md,.md,323,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/podman/kontenery-podman.md,.md,35613,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/provenance/PROVENANCE_POLICY.md,.md,1725,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/raw/rhcsa_raw.txt,.txt,198795,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/reports/category_distribution.md,.md,383,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/reports/deduplication_report.md,.md,2753,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/reports/parsing_quality_report.md,.md,5457,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/reports/promotion_triage_report.md,.md,1467,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/reports/retrieval_engine_report.md,.md,3764,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/rhcsa_engine.py,.py,3404,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/schema/command.schema.json,.json,2467,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/selinux/README.md,.md,307,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/selinux/selinux.md,.md,11784,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/source/RHCSA_Command_Library (1).pdf,.pdf,153760,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/source/linux_master_library_v1.pdf,.pdf,1144661,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,medium,medium,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/storage/README.md,.md,565,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/storage/przechowywanie-danych-dyski-i-partycje.md,.md,2736,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/storage/systemy-plikow-i-montowanie.md,.md,6784,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/storage/zarzdzanie-dyskami-raid.md,.md,3158,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/systemd/README.md,.md,637,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/systemd/boot-i-grub.md,.md,9827,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/systemd/cron-i-harmonogramowanie-zada.md,.md,8417,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/systemd/systemd-i-zarzdzanie-usugami.md,.md,20275,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/systemd/zarzdzanie-pakietami-dnf-rpm.md,.md,25165,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/CANONICAL_BUILDER_README.md,.md,1274,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/CONTEXT_PACK_README.md,.md,1279,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/INDEX_BUILDER_README.md,.md,1090,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/INJECTION_LAYER_README.md,.md,1142,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/README.md,.md,1165,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/SECTION_PARSER_README.md,.md,1187,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/candidate_index_loader.py,.py,17798,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/canonical_builder.py,.py,5951,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/context_injector.py,.py,7102,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/context_pack_builder.py,.py,8220,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/index_builder.py,.py,5228,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/markdown_kb_builder.py,.py,14211,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/pdf_extract.py,.py,3318,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/promote_candidates.py,.py,18291,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/tools/section_parser.py,.py,6321,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/troubleshooting/README.md,.md,824,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/troubleshooting/diagnostyka-i-narzdzia-systemowe.md,.md,6570,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/troubleshooting/dodatkowe-narzdzia-administracyjne.md,.md,10308,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/troubleshooting/informacje-o-systemie.md,.md,6657,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/troubleshooting/logowanie-i-monitorowanie-systemu.md,.md,6981,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/troubleshooting/zarzdzanie-procesami.md,.md,6250,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/users/README.md,.md,398,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/users/zarzdzanie-grupami.md,.md,1737,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/users/zarzdzanie-uytkownikami.md,.md,16125,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/validator/__init__.py,.py,46,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/validator/validation_report.md,.md,773,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/validator/validation_rules.py,.py,1353,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/knowledge/validator/validator.py,.py,8047,yes,knowledge-asset,RHCSA/Linux knowledge or retrieval asset,low,low,False,False,True,retain or review for future knowledge-pack split,
runtime/logs/commands/20260523_204142_154127.json,.json,760,no,generated-runtime,local generated runtime state,high,medium,True,False,True,keep ignored/local; never promote by path alone,
runtime/logs/commands/20260523_204209_952302.json,.json,740,no,generated-runtime,local generated runtime state,high,medium,True,False,True,keep ignored/local; never promote by path alone,
runtime/logs/commands/20260523_204413_761373.json,.json,741,no,generated-runtime,local generated runtime state,high,medium,True,False,True,keep ignored/local; never promote by path alone,
runtime/logs/commands/20260523_204656_215481.json,.json,761,no,generated-runtime,local generated runtime state,high,medium,True,False,True,keep ignored/local; never promote by path alone,
runtime/logs/commands/20260523_205646_331909.json,.json,1031,no,generated-runtime,local generated runtime state,high,medium,True,False,True,keep ignored/local; never promote by path alone,
runtime/logs/commands/20260523_205724_366915.json,.json,9888,no,generated-runtime,local generated runtime state,high,medium,True,False,True,keep ignored/local; never promote by path alone,
runtime/logs/commands/20260523_210843_894310.json,.json,843,no,generated-runtime,local generated runtime state,high,medium,True,False,True,keep ignored/local; never promote by path alone,
runtime/logs/commands/20260523_211753_760018.json,.json,727,no,generated-runtime,local generated runtime state,high,medium,True,False,True,keep ignored/local; never promote by path alone,
runtime/logs/errors/error_20260523_204143_602420.json,.json,2286,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/logs/errors/error_20260523_204146_642444.json,.json,2280,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/logs/errors/error_20260523_204442_849021.json,.json,2224,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/logs/errors/error_20260523_204446_308012.json,.json,2218,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/logs/sessions/session_20260523_204053_498246.jsonl,.jsonl,146,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/logs/sessions/session_20260523_204122_715088.jsonl,.jsonl,4554,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/logs/sessions/session_20260523_204427_843537.jsonl,.jsonl,146,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/logs/sessions/session_20260523_204557_588315.jsonl,.jsonl,18839,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/main.py,.py,44204,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/memory/__init__.py,.py,57,yes,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/memory/evidence_memory.jsonl,.jsonl,6981,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/memory/gemma_worker_memory.py,.py,1328,yes,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/memory/hats/coding.json,.json,258,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/memory/hats/linux.json,.json,273,no,generated-runtime,local generated runtime state,high,medium,True,False,True,keep ignored/local; never promote by path alone,
runtime/memory/hats/research.json,.json,254,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/memory/history.jsonl,.jsonl,13745,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/memory/reasoning_trace.jsonl,.jsonl,31047,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/memory/rhcsa_context.py,.py,1453,yes,generated-runtime,local generated runtime state,high,medium,True,False,True,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/.obsidian/app.json,.json,68,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/00_START_HERE.md,.md,227,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Daily/2026-05-23.md,.md,1529,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Evidence/20260523_204053_498246.md,.md,191,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Evidence/20260523_204122_715088.md,.md,415,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Evidence/20260523_204427_843537.md,.md,191,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Evidence/20260523_204557_588315.md,.md,1743,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Reasoning/20260523_204053_498246.md,.md,492,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Reasoning/20260523_204122_715088.md,.md,1616,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Reasoning/20260523_204427_843537.md,.md,492,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Reasoning/20260523_204557_588315.md,.md,3615,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Sessions/20260523_204053_498246.jsonl,.jsonl,222,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Sessions/20260523_204122_715088.jsonl,.jsonl,2690,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Sessions/20260523_204427_843537.jsonl,.jsonl,222,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/obsidian_vault/Sessions/20260523_204557_588315.jsonl,.jsonl,12094,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/orchestrator/__init__.py,.py,89,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/orchestrator/gemini_gemma.py,.py,7465,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/orchestrator/knowledge_router.py,.py,6873,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/project_scan.json,.json,8067,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/prompts/system_prompt.txt,.txt,3605,yes,unknown-needs-review,supporting source-adjacent artifact,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/provenance_registry.json,.json,41551,yes,unknown-needs-review,supporting source-adjacent artifact,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/providers/__init__.py,.py,178,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/providers/aureon_provider.py,.py,1675,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/providers/base.py,.py,380,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/providers/config.py,.py,11444,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/providers/gemini_provider.py,.py,890,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/providers/gemma_provider.py,.py,3858,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/providers/openai_compatible.py,.py,1674,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/reports/contamination_guard_report.md,.md,1898,yes,generated-runtime,runtime-generated report,high,medium,True,False,False,future quarantine/archive candidate,
runtime/reports/current_checkpoint_report.md,.md,5895,yes,generated-runtime,runtime-generated report,high,medium,True,False,False,future quarantine/archive candidate,
runtime/reports/phase_0a_forensic_execution_report.md,.md,15128,yes,generated-runtime,runtime-generated report,high,medium,True,False,False,future quarantine/archive candidate,
runtime/reports/phase_0a_stabilization_report.md,.md,4801,yes,generated-runtime,runtime-generated report,high,medium,True,False,False,future quarantine/archive candidate,
runtime/reports/phase_0b_retrieval_facade_report.md,.md,7907,yes,generated-runtime,runtime-generated report,high,medium,True,False,True,future quarantine/archive candidate,
runtime/reports/phase_0c_runtime_contract_guard_report.md,.md,6906,yes,generated-runtime,runtime-generated report,high,medium,True,False,False,future quarantine/archive candidate,
runtime/reports/phase_1_candidate_triage_report.md,.md,5174,yes,generated-runtime,runtime-generated report,high,medium,True,False,False,future quarantine/archive candidate,
runtime/requirements.txt,.txt,91,yes,unknown-needs-review,supporting source-adjacent artifact,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/retrieval/__init__.py,.py,124,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/retrieval/facade.py,.py,2042,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/retrieval/feature_flags.py,.py,1631,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/retrieval/linux/__init__.py,.py,188,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/retrieval/linux/graph_loader.py,.py,666,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/retrieval/linux/provenance_attach.py,.py,2690,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/retrieval/linux/query_normalizer.py,.py,3874,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/retrieval/linux/retrieval_engine.py,.py,11964,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/retrieval/linux/scoring.py,.py,1069,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/router/__init__.py,.py,91,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/router/local_router.py,.py,2954,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/run.sh,.sh,397,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/run_web.sh,.sh,364,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/runtime_paths.py,.py,840,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/state/agent_state.json,.json,1366,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/state/model_config.json,.json,40,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/state/providers.json,.json,313,no,generated-runtime,local generated runtime state,high,medium,True,False,False,keep ignored/local; never promote by path alone,
runtime/tools/__init__.py,.py,50,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/browser_tools.py,.py,14857,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
